MovieID,Title,Genres,bert_text
276,Milk Money (1994),Comedy|Romance,Movie title: Milk Money (1994). Genres: Comedy|Romance
277,Miracle on 34th Street (1994),Drama,Movie title: Miracle on 34th Street (1994). Genres: Drama
278,Miami Rhapsody (1995),Comedy,Movie title: Miami Rhapsody (1995). Genres: Comedy
279,My Family (1995),Drama,Movie title: My Family (1995). Genres: Drama
280,Murder in the First (1995),Drama|Thriller,Movie title: Murder in the First (1995). Genres: Drama|Thriller
281,Nobody's Fool (1994),Drama,Movie title: Nobody's Fool (1994). Genres: Drama
282,Nell (1994),Drama,Movie title: Nell (1994). Genres: Drama
283,New Jersey Drive (1995),Crime|Drama,Movie title: New Jersey Drive (1995). Genres: Crime|Drama
284,New York Cop (1996),Action|Crime,Movie title: New York Cop (1996). Genres: Action|Crime
285,Beyond Bedlam (1993),Drama|Horror,Movie title: Beyond Bedlam (1993). Genres: Drama|Horror
286,Nemesis 2: Nebula (1995),Action|Sci-Fi|Thriller,Movie title: Nemesis 2: Nebula (1995). Genres: Action|Sci-Fi|Thriller
287,Nina Takes a Lover (1994),Comedy|Romance,Movie title: Nina Takes a Lover (1994). Genres: Comedy|Romance
288,Natural Born Killers (1994),Action|Thriller,Movie title: Natural Born Killers (1994). Genres: Action|Thriller
289,Only You (1994),Comedy|Romance,Movie title: Only You (1994). Genres: Comedy|Romance
290,Once Were Warriors (1994),Crime|Drama,Movie title: Once Were Warriors (1994). Genres: Crime|Drama
291,Poison Ivy II (1995),Thriller,Movie title: Poison Ivy II (1995). Genres: Thriller
292,Outbreak (1995),Action|Drama|Thriller,Movie title: Outbreak (1995). Genres: Action|Drama|Thriller
293,"Professional, The (a.k.a. Leon: The Professional) (1994)",Crime|Drama|Romance|Thriller,"Movie title: Professional, The (a.k.a. Leon: The Professional) (1994). Genres: Crime|Drama|Romance|Thriller"
294,"Perez Family, The (1995)",Comedy|Romance,"Movie title: Perez Family, The (1995). Genres: Comedy|Romance"
295,"Pyromaniac's Love Story, A (1995)",Comedy|Romance,"Movie title: Pyromaniac's Love Story, A (1995). Genres: Comedy|Romance"
296,Pulp Fiction (1994),Crime|Drama,Movie title: Pulp Fiction (1994). Genres: Crime|Drama
297,Panther (1995),Drama,Movie title: Panther (1995). Genres: Drama
298,Pushing Hands (1992),Comedy,Movie title: Pushing Hands (1992). Genres: Comedy
299,Priest (1994),Drama,Movie title: Priest (1994). Genres: Drama
300,Quiz Show (1994),Drama,Movie title: Quiz Show (1994). Genres: Drama
301,Picture Bride (1995),Drama|Romance,Movie title: Picture Bride (1995). Genres: Drama|Romance
302,Queen Margot (La Reine Margot) (1994),Drama|Romance,Movie title: Queen Margot (La Reine Margot) (1994). Genres: Drama|Romance
303,"Quick and the Dead, The (1995)",Action|Adventure|Western,"Movie title: Quick and the Dead, The (1995). Genres: Action|Adventure|Western"
304,Roommates (1995),Comedy|Drama,Movie title: Roommates (1995). Genres: Comedy|Drama
305,Ready to Wear (Pret-A-Porter) (1994),Comedy,Movie title: Ready to Wear (Pret-A-Porter) (1994). Genres: Comedy
306,Three Colors: Red (1994),Drama,Movie title: Three Colors: Red (1994). Genres: Drama
307,Three Colors: Blue (1993),Drama,Movie title: Three Colors: Blue (1993). Genres: Drama
308,Three Colors: White (1994),Drama,Movie title: Three Colors: White (1994). Genres: Drama
309,"Red Firecracker, Green Firecracker (1994)",Drama,"Movie title: Red Firecracker, Green Firecracker (1994). Genres: Drama"
310,Rent-a-Kid (1995),Comedy,Movie title: Rent-a-Kid (1995). Genres: Comedy
311,Relative Fear (1994),Horror|Thriller,Movie title: Relative Fear (1994). Genres: Horror|Thriller
312,Stuart Saves His Family (1995),Comedy,Movie title: Stuart Saves His Family (1995). Genres: Comedy
313,"Swan Princess, The (1994)",Animation|Children's,"Movie title: Swan Princess, The (1994). Genres: Animation|Children's"
314,"Secret of Roan Inish, The (1994)",Drama,"Movie title: Secret of Roan Inish, The (1994). Genres: Drama"
315,"Specialist, The (1994)",Action,"Movie title: Specialist, The (1994). Genres: Action"
316,Stargate (1994),Action|Adventure|Sci-Fi,Movie title: Stargate (1994). Genres: Action|Adventure|Sci-Fi
317,"Santa Clause, The (1994)",Children's|Comedy|Fantasy,"Movie title: Santa Clause, The (1994). Genres: Children's|Comedy|Fantasy"
318,"Shawshank Redemption, The (1994)",Drama,"Movie title: Shawshank Redemption, The (1994). Genres: Drama"
319,Shallow Grave (1994),Thriller,Movie title: Shallow Grave (1994). Genres: Thriller
320,Suture (1993),Film-Noir|Thriller,Movie title: Suture (1993). Genres: Film-Noir|Thriller
321,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,Movie title: Strawberry and Chocolate (Fresa y chocolate) (1993). Genres: Drama
322,Swimming with Sharks (1995),Comedy|Drama,Movie title: Swimming with Sharks (1995). Genres: Comedy|Drama
324,"Sum of Us, The (1994)",Comedy,"Movie title: Sum of Us, The (1994). Genres: Comedy"
325,National Lampoon's Senior Trip (1995),Comedy,Movie title: National Lampoon's Senior Trip (1995). Genres: Comedy
326,To Live (Huozhe) (1994),Drama,Movie title: To Live (Huozhe) (1994). Genres: Drama
327,Tank Girl (1995),Action|Comedy|Musical|Sci-Fi,Movie title: Tank Girl (1995). Genres: Action|Comedy|Musical|Sci-Fi
328,Tales From the Crypt Presents: Demon Knight (1995),Horror,Movie title: Tales From the Crypt Presents: Demon Knight (1995). Genres: Horror
329,Star Trek: Generations (1994),Action|Adventure|Sci-Fi,Movie title: Star Trek: Generations (1994). Genres: Action|Adventure|Sci-Fi
330,Tales from the Hood (1995),Comedy|Horror,Movie title: Tales from the Hood (1995). Genres: Comedy|Horror
331,Tom & Viv (1994),Drama,Movie title: Tom & Viv (1994). Genres: Drama
332,Village of the Damned (1995),Horror|Sci-Fi,Movie title: Village of the Damned (1995). Genres: Horror|Sci-Fi
333,Tommy Boy (1995),Comedy,Movie title: Tommy Boy (1995). Genres: Comedy
334,Vanya on 42nd Street (1994),Drama,Movie title: Vanya on 42nd Street (1994). Genres: Drama
335,"Underneath, The (1995)",Mystery|Thriller,"Movie title: Underneath, The (1995). Genres: Mystery|Thriller"
336,"Walking Dead, The (1995)",Drama|War,"Movie title: Walking Dead, The (1995). Genres: Drama|War"
337,What's Eating Gilbert Grape (1993),Drama,Movie title: What's Eating Gilbert Grape (1993). Genres: Drama
338,Virtuosity (1995),Sci-Fi|Thriller,Movie title: Virtuosity (1995). Genres: Sci-Fi|Thriller
339,While You Were Sleeping (1995),Comedy|Romance,Movie title: While You Were Sleeping (1995). Genres: Comedy|Romance
340,"War, The (1994)",Adventure|Drama,"Movie title: War, The (1994). Genres: Adventure|Drama"
341,Double Happiness (1994),Drama,Movie title: Double Happiness (1994). Genres: Drama
342,Muriel's Wedding (1994),Comedy|Romance,Movie title: Muriel's Wedding (1994). Genres: Comedy|Romance
343,"Baby-Sitters Club, The (1995)",Children's,"Movie title: Baby-Sitters Club, The (1995). Genres: Children's"
344,Ace Ventura: Pet Detective (1994),Comedy,Movie title: Ace Ventura: Pet Detective (1994). Genres: Comedy
345,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama,"Movie title: Adventures of Priscilla, Queen of the Desert, The (1994). Genres: Comedy|Drama"
346,Backbeat (1993),Drama|Musical,Movie title: Backbeat (1993). Genres: Drama|Musical
347,Bitter Moon (1992),Drama,Movie title: Bitter Moon (1992). Genres: Drama
348,Bullets Over Broadway (1994),Comedy,Movie title: Bullets Over Broadway (1994). Genres: Comedy
349,Clear and Present Danger (1994),Action|Adventure|Thriller,Movie title: Clear and Present Danger (1994). Genres: Action|Adventure|Thriller
350,"Client, The (1994)",Drama|Mystery|Thriller,"Movie title: Client, The (1994). Genres: Drama|Mystery|Thriller"
351,"Corrina, Corrina (1994)",Comedy|Drama|Romance,"Movie title: Corrina, Corrina (1994). Genres: Comedy|Drama|Romance"
352,Crooklyn (1994),Comedy,Movie title: Crooklyn (1994). Genres: Comedy
353,"Crow, The (1994)",Action|Romance|Thriller,"Movie title: Crow, The (1994). Genres: Action|Romance|Thriller"
354,Cobb (1994),Drama,Movie title: Cobb (1994). Genres: Drama
355,"Flintstones, The (1994)",Children's|Comedy,"Movie title: Flintstones, The (1994). Genres: Children's|Comedy"
356,Forrest Gump (1994),Comedy|Romance|War,Movie title: Forrest Gump (1994). Genres: Comedy|Romance|War
357,Four Weddings and a Funeral (1994),Comedy|Romance,Movie title: Four Weddings and a Funeral (1994). Genres: Comedy|Romance
358,Higher Learning (1995),Drama,Movie title: Higher Learning (1995). Genres: Drama
359,I Like It Like That (1994),Comedy|Drama|Romance,Movie title: I Like It Like That (1994). Genres: Comedy|Drama|Romance
360,I Love Trouble (1994),Action|Comedy,Movie title: I Love Trouble (1994). Genres: Action|Comedy
361,It Could Happen to You (1994),Drama|Romance,Movie title: It Could Happen to You (1994). Genres: Drama|Romance
362,"Jungle Book, The (1994)",Adventure|Children's|Romance,"Movie title: Jungle Book, The (1994). Genres: Adventure|Children's|Romance"
363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Die Macht der Bilder) (1993)",Documentary,"Movie title: Wonderful, Horrible Life of Leni Riefenstahl, The (Die Macht der Bilder) (1993). Genres: Documentary"
364,"Lion King, The (1994)",Animation|Children's|Musical,"Movie title: Lion King, The (1994). Genres: Animation|Children's|Musical"
365,Little Buddha (1993),Drama,Movie title: Little Buddha (1993). Genres: Drama
366,Wes Craven's New Nightmare (1994),Horror,Movie title: Wes Craven's New Nightmare (1994). Genres: Horror
367,"Mask, The (1994)",Comedy|Crime|Fantasy,"Movie title: Mask, The (1994). Genres: Comedy|Crime|Fantasy"
368,Maverick (1994),Action|Comedy|Western,Movie title: Maverick (1994). Genres: Action|Comedy|Western
369,Mrs. Parker and the Vicious Circle (1994),Drama,Movie title: Mrs. Parker and the Vicious Circle (1994). Genres: Drama
370,Naked Gun 33 1/3: The Final Insult (1994),Comedy,Movie title: Naked Gun 33 1/3: The Final Insult (1994). Genres: Comedy
371,"Paper, The (1994)",Comedy|Drama,"Movie title: Paper, The (1994). Genres: Comedy|Drama"
372,Reality Bites (1994),Comedy|Drama,Movie title: Reality Bites (1994). Genres: Comedy|Drama
373,Red Rock West (1992),Thriller,Movie title: Red Rock West (1992). Genres: Thriller
374,Richie Rich (1994),Children's|Comedy,Movie title: Richie Rich (1994). Genres: Children's|Comedy
375,Safe Passage (1994),Drama,Movie title: Safe Passage (1994). Genres: Drama
376,"River Wild, The (1994)",Action|Thriller,"Movie title: River Wild, The (1994). Genres: Action|Thriller"
377,Speed (1994),Action|Romance|Thriller,Movie title: Speed (1994). Genres: Action|Romance|Thriller
378,Speechless (1994),Comedy|Romance,Movie title: Speechless (1994). Genres: Comedy|Romance
379,Timecop (1994),Action|Sci-Fi,Movie title: Timecop (1994). Genres: Action|Sci-Fi
380,True Lies (1994),Action|Adventure|Comedy|Romance,Movie title: True Lies (1994). Genres: Action|Adventure|Comedy|Romance
381,When a Man Loves a Woman (1994),Drama,Movie title: When a Man Loves a Woman (1994). Genres: Drama
382,Wolf (1994),Drama|Horror,Movie title: Wolf (1994). Genres: Drama|Horror
383,Wyatt Earp (1994),Western,Movie title: Wyatt Earp (1994). Genres: Western
384,Bad Company (1995),Action,Movie title: Bad Company (1995). Genres: Action
385,"Man of No Importance, A (1994)",Drama,"Movie title: Man of No Importance, A (1994). Genres: Drama"
386,S.F.W. (1994),Drama,Movie title: S.F.W. (1994). Genres: Drama
387,"Low Down Dirty Shame, A (1994)",Action|Comedy,"Movie title: Low Down Dirty Shame, A (1994). Genres: Action|Comedy"
388,Boys Life (1995),Drama,Movie title: Boys Life (1995). Genres: Drama
389,"Colonel Chabert, Le (1994)",Drama|Romance|War,"Movie title: Colonel Chabert, Le (1994). Genres: Drama|Romance|War"
390,Faster Pussycat! Kill! Kill! (1965),Action|Comedy|Drama,Movie title: Faster Pussycat! Kill! Kill! (1965). Genres: Action|Comedy|Drama
391,Jason's Lyric (1994),Crime|Drama,Movie title: Jason's Lyric (1994). Genres: Crime|Drama
392,"Secret Adventures of Tom Thumb, The (1993)",Adventure|Children's,"Movie title: Secret Adventures of Tom Thumb, The (1993). Genres: Adventure|Children's"
393,Street Fighter (1994),Action,Movie title: Street Fighter (1994). Genres: Action
394,Coldblooded (1995),Action,Movie title: Coldblooded (1995). Genres: Action
395,Desert Winds (1995),Drama,Movie title: Desert Winds (1995). Genres: Drama
396,Fall Time (1995),Drama,Movie title: Fall Time (1995). Genres: Drama
397,"Fear, The (1995)",Horror,"Movie title: Fear, The (1995). Genres: Horror"
398,Frank and Ollie (1995),Documentary,Movie title: Frank and Ollie (1995). Genres: Documentary
399,Girl in the Cadillac (1995),Drama,Movie title: Girl in the Cadillac (1995). Genres: Drama
400,Homage (1995),Drama,Movie title: Homage (1995). Genres: Drama
401,Mirage (1995),Action|Thriller,Movie title: Mirage (1995). Genres: Action|Thriller
402,Open Season (1996),Comedy,Movie title: Open Season (1996). Genres: Comedy
403,Two Crimes (1995),Comedy|Crime|Drama,Movie title: Two Crimes (1995). Genres: Comedy|Crime|Drama
404,Brother Minister: The Assassination of Malcolm X (1994),Documentary,Movie title: Brother Minister: The Assassination of Malcolm X (1994). Genres: Documentary
405,Highlander III: The Sorcerer (1994),Action|Sci-Fi,Movie title: Highlander III: The Sorcerer (1994). Genres: Action|Sci-Fi
406,Federal Hill (1994),Drama,Movie title: Federal Hill (1994). Genres: Drama
407,In the Mouth of Madness (1995),Horror|Thriller,Movie title: In the Mouth of Madness (1995). Genres: Horror|Thriller
408,8 Seconds (1994),Drama,Movie title: 8 Seconds (1994). Genres: Drama
409,Above the Rim (1994),Drama,Movie title: Above the Rim (1994). Genres: Drama
410,Addams Family Values (1993),Comedy,Movie title: Addams Family Values (1993). Genres: Comedy
411,You So Crazy (1994),Comedy,Movie title: You So Crazy (1994). Genres: Comedy
412,"Age of Innocence, The (1993)",Drama,"Movie title: Age of Innocence, The (1993). Genres: Drama"
413,Airheads (1994),Comedy,Movie title: Airheads (1994). Genres: Comedy
414,"Air Up There, The (1994)",Comedy,"Movie title: Air Up There, The (1994). Genres: Comedy"
415,Another Stakeout (1993),Comedy|Thriller,Movie title: Another Stakeout (1993). Genres: Comedy|Thriller
416,Bad Girls (1994),Western,Movie title: Bad Girls (1994). Genres: Western
417,Barcelona (1994),Comedy|Romance,Movie title: Barcelona (1994). Genres: Comedy|Romance
418,Being Human (1993),Drama,Movie title: Being Human (1993). Genres: Drama
419,"Beverly Hillbillies, The (1993)",Comedy,"Movie title: Beverly Hillbillies, The (1993). Genres: Comedy"
420,Beverly Hills Cop III (1994),Action|Comedy,Movie title: Beverly Hills Cop III (1994). Genres: Action|Comedy
421,Black Beauty (1994),Adventure|Children's,Movie title: Black Beauty (1994). Genres: Adventure|Children's
422,Blink (1994),Thriller,Movie title: Blink (1994). Genres: Thriller
423,Blown Away (1994),Action|Thriller,Movie title: Blown Away (1994). Genres: Action|Thriller
424,Blue Chips (1994),Drama,Movie title: Blue Chips (1994). Genres: Drama
425,Blue Sky (1994),Drama|Romance,Movie title: Blue Sky (1994). Genres: Drama|Romance
426,Body Snatchers (1993),Horror|Sci-Fi|Thriller,Movie title: Body Snatchers (1993). Genres: Horror|Sci-Fi|Thriller
427,Boxing Helena (1993),Mystery|Romance|Thriller,Movie title: Boxing Helena (1993). Genres: Mystery|Romance|Thriller
428,"Bronx Tale, A (1993)",Drama,"Movie title: Bronx Tale, A (1993). Genres: Drama"
429,Cabin Boy (1994),Comedy,Movie title: Cabin Boy (1994). Genres: Comedy
430,Calendar Girl (1993),Drama,Movie title: Calendar Girl (1993). Genres: Drama
431,Carlito's Way (1993),Crime|Drama,Movie title: Carlito's Way (1993). Genres: Crime|Drama
432,City Slickers II: The Legend of Curly's Gold (1994),Comedy|Western,Movie title: City Slickers II: The Legend of Curly's Gold (1994). Genres: Comedy|Western
433,Clean Slate (1994),Comedy,Movie title: Clean Slate (1994). Genres: Comedy
434,Cliffhanger (1993),Action|Adventure|Crime,Movie title: Cliffhanger (1993). Genres: Action|Adventure|Crime
435,Coneheads (1993),Comedy|Sci-Fi,Movie title: Coneheads (1993). Genres: Comedy|Sci-Fi
436,Color of Night (1994),Drama|Thriller,Movie title: Color of Night (1994). Genres: Drama|Thriller
437,Cops and Robbersons (1994),Comedy,Movie title: Cops and Robbersons (1994). Genres: Comedy
438,"Cowboy Way, The (1994)",Action|Comedy,"Movie title: Cowboy Way, The (1994). Genres: Action|Comedy"
439,Dangerous Game (1993),Drama,Movie title: Dangerous Game (1993). Genres: Drama
440,Dave (1993),Comedy|Romance,Movie title: Dave (1993). Genres: Comedy|Romance
441,Dazed and Confused (1993),Comedy,Movie title: Dazed and Confused (1993). Genres: Comedy
442,Demolition Man (1993),Action|Sci-Fi,Movie title: Demolition Man (1993). Genres: Action|Sci-Fi
443,"Endless Summer 2, The (1994)",Documentary,"Movie title: Endless Summer 2, The (1994). Genres: Documentary"
444,Even Cowgirls Get the Blues (1993),Comedy|Romance,Movie title: Even Cowgirls Get the Blues (1993). Genres: Comedy|Romance
445,Fatal Instinct (1993),Comedy,Movie title: Fatal Instinct (1993). Genres: Comedy
446,Farewell My Concubine (1993),Drama|Romance,Movie title: Farewell My Concubine (1993). Genres: Drama|Romance
447,"Favor, The (1994)",Comedy|Romance,"Movie title: Favor, The (1994). Genres: Comedy|Romance"
448,Fearless (1993),Drama,Movie title: Fearless (1993). Genres: Drama
449,Fear of a Black Hat (1993),Comedy,Movie title: Fear of a Black Hat (1993). Genres: Comedy
450,With Honors (1994),Comedy|Drama,Movie title: With Honors (1994). Genres: Comedy|Drama
451,Flesh and Bone (1993),Drama|Mystery|Romance,Movie title: Flesh and Bone (1993). Genres: Drama|Mystery|Romance
